"Label","X5","X12","X15","X17","X18","X19","X20","X21","X23","X27","X28","X34","X35"
"1",0.170360991173304,0.0455423889697136,0.33662820175676905,0.015057363800579199,-0.0672998072534011,0.26194428065915903,-0.203922513869528,0.183022635633517,0.24085565563851102,0.186719205101149,-0.0340103444516565,-0.1,-0.14286
"1",0.19726065523778502,-0.0439077550712003,0.27050104720586404,-0.32942052244469805,-0.24916023290119801,0.24615102340008702,-0.22436026562754502,0.08466151115043209,0.12812377777712902,0.583661702841006,-0.039214856360417896,0.05,-0.14286
"1",0.16603074783852,0.40482937971590804,0.45203308853032204,-0.442399648995532,-0.053840002530432196,0.257743490340375,-0.33729850751871404,0.14685807086180602,0.25341806922383503,0.20032520834806603,-0.115080958872739,0.35000000000000003,-0.14286
"1",0.19312796629113302,0.5205993958033951,0.35898262891946103,-0.307649574860535,0.00231820122383775,0.20600296933963402,-0.46199606363698204,0.12647975507213802,0.19495594741941402,0.26943079650170404,-0.31075857297477505,-0.15,-0.57143
"1",0.17344822795876202,0.5358722509313081,0.394267877985833,-0.291531833343947,0.1831952146047,0.48177260187316906,-0.477985854799133,0.197399999383776,0.285040051972766,0.24855300593033,-0.09625021019566901,0.8,-0.52381
"1",0.117638994219,0.271074581714333,0.32041599032298,-0.41674545423250203,-0.12607068388742,0.0903102265938564,-0.43882645355980404,0.22731755437993,0.21179619405865,0.0868466621343942,-0.322102977981984,0.9500000000000001,-0.47619
"1",0.20757502498826202,0.47193174293501805,0.230416893506138,-0.343674425038386,-4.0561899156943404E-4,0.202399353631352,-0.43469246125269806,0.201085607110278,0.222718974741436,0.178758881913473,-0.161993329564145,0.5,-0.66667
"1",0.212473432075163,0.6935859738420971,0.22833910021223403,-0.342914001951693,-0.0120995878107276,0.523492738653037,-0.227324091241693,0.180646222076422,0.198992007851884,0.45712038164202706,-0.36659079113665405,0.35000000000000003,-1.0
"1",0.202556686972084,0.5220698329672651,0.22918937275201,0.16240658064263702,0.0981059154722692,-0.21559969640839502,-0.9074507405991171,0.26888356945555,0.28219596661080604,-0.12543551282842602,-0.6069367337509121,0.8,-0.57143
"1",0.268210718166213,0.0593414987222844,0.24905217560775803,-0.0136082553825073,-0.216536365442161,0.5074557382328121,0.014721342085546799,0.10685499823833801,0.120379193997105,0.903226630121394,-0.0899111588824366,0.2,0.19047999999999998
"1",0.191262927816213,0.18951881859841202,0.273231380222608,0.126248524941268,0.22158617834340802,0.307156394159809,-0.16055952600506201,0.14208272366388602,0.138587777688155,0.641946675910919,0.0117208650482272,0.1,0.0
"1",0.22301132688715403,-0.0424665428484121,0.26676462919964,0.17385697105119202,-0.21025162737959502,0.0988480557351159,-0.127546176321544,0.0955355384399568,0.13277645147323,0.27278764287724905,-0.10039229906361201,0.2,0.0
"1",0.20658251752620602,0.0734903120900947,0.33135731719438805,0.19379820057614902,-0.145729666596357,0.574867402183265,-0.0633829984596994,0.15595249122552102,0.2036503754427,0.49560011028694,-0.0682220652767667,0.4,-0.23809999999999998
"1",0.23573934253584902,0.0530848152632245,0.26430094941678,-0.168880403978513,0.00517757722434764,0.30607663813887304,-0.154917319567026,0.16850678408899902,0.20115893075478103,0.35486475748669805,-0.10948782733407901,0.25,0.09523799999999999
"1",0.19706982261987,-0.13022871947025902,0.36995957848536204,-0.21990484941873,-0.370586262281267,0.5385345131089491,-0.16812343811007902,0.12430419686145401,0.187579546553115,0.5060875594226321,-0.0504518513779345,0.15,-0.14286
"1",0.204243140640637,-0.060379662449495795,0.28617058382751,-0.542164228649865,-0.409790591714612,0.0842707281630294,-0.21515660631792902,0.141608197001228,0.22173180403466403,0.08508744734091919,-0.17413440835054803,0.05,0.0
"1",0.2998217295589,-0.200125903499241,0.314339607324763,-0.23925200714503403,-0.324549545410236,-0.17548856393578802,-0.512486588231566,0.095941228845122,0.231647356628835,-0.14487296711917602,-0.43828171841968905,-0.1,-0.28570999999999996
"1",0.261644341890428,0.0693651988322628,0.30341034039262704,-0.348138481328072,-0.276433763843421,0.39165097279924105,-0.20524090252860602,0.10534462179689,0.199958677425729,0.39439461414036403,-0.0913378048062269,0.15,-0.28570999999999996
"1",0.18507470029754203,0.912624824159442,0.45610444408826206,0.0564254800062717,0.15570768370839,0.42166087761362203,-0.7609319734685961,0.15011795123749802,0.26919107276488,0.237957305590132,-0.0793928153348185,0.55,-1.0
"1",0.104834336894985,0.274226578148537,0.37898680951074104,0.10442242492691901,0.0728387221374321,0.196242219095203,-0.8003341297664001,0.19287940911832402,0.155550750259546,0.37563227704740604,-0.21800706329341102,0.45,-1.0
"1",0.277573583393079,0.566608673692185,0.2253000687545,-0.173686299493353,-0.0237368396839599,0.29874409810081304,-0.5218022306080491,0.14589036670823802,0.21291505336232602,0.274942320767887,-0.31598730748451,0.35000000000000003,-1.0
"1",0.12418309217390801,0.5557042151878451,0.39209032501470503,-0.436959254884411,0.0412200600126348,0.37446238602213405,-0.35706216311199,0.232787581934519,0.22071388471800502,0.35134400733311705,-0.289908276900174,0.4,-1.0
"1",0.242616949385093,-0.12288936288570701,0.214978570285586,-0.0918284352147552,-0.150940721018844,0.270957682088877,-0.229346373408,0.13752350791866402,0.193349540235375,0.290337384965671,-0.0518903660161959,-0.4,-0.38094999999999996
"1",0.12710693308369,0.35867320895040505,0.33461426878023104,-0.5489057985294811,0.0543276335023635,0.33368765442136,-0.31469349532525503,0.213314052759836,0.24163497510383602,0.22059856691668903,-0.43437027520535304,0.45,-0.90476
"1",0.16181413917728,-0.0356641855925294,0.237439235421387,-0.46939447104291704,-0.47336574575268203,-0.0069282017899219605,-0.21730853342455503,0.22454312736012202,0.19580282811795602,-0.00903494319032143,-0.21864064250148202,-0.05,0.047618999999999995
"1",0.275542657648013,-0.0468729673528361,0.304219869944999,-0.288950225602986,-0.31014882147967404,0.535658407137485,-0.19977951524081902,0.097490241360457,0.179806472791728,0.536625396652967,0.00198106559807323,0.1,-0.14286
"2",0.17450034259274302,-0.26177033691148605,0.22352435953485303,0.281043108456894,-0.39081628748336805,-0.261603536070084,-0.5117473517948521,0.173869096538668,0.18197526886257,-0.29186680458957404,-0.19927790387288102,0.05,-0.38094999999999996
"2",0.18487417326330902,0.198814798949519,0.29327048830226804,0.254065075993102,0.00118598422015015,0.69118094857978,-0.510968589705751,0.17954397952334603,0.21277822170740301,0.42941285178867605,0.0833418160841746,0.3,-0.47619
"2",0.150145947072217,-0.182025149268688,0.360337489655981,-0.11448049920853401,-0.316429921996979,-0.13023193254967502,-0.675342660713185,0.243408385253356,0.284807183948165,-0.075699597876452,-0.338699295246908,0.55,-0.71429
"2",0.132838119808863,0.35563215606826704,0.33638336587425305,0.0517518749285021,-1.30150714938715E-5,0.59044512648203,-0.566092034705263,0.16820791177652702,0.17150515139375502,0.530312995237895,0.04652927655351401,0.35000000000000003,-0.33332999999999996
"2",0.15710140665204803,0.256943127127027,0.275437485435427,0.12895007867969702,0.11595473002471,0.14925755913452,-0.6913013204183881,0.184899901800084,0.185873031987726,0.18271218788201,-0.23677136149694403,0.15,-0.33332999999999996
"2",0.155340384222723,1.12406454986711,0.267417330772979,0.20280678314025302,0.198370715185333,0.0601181792860744,-0.7837825735595481,0.0995411088710796,0.11123828948289101,0.192093493213031,-0.177650632775246,0.35000000000000003,-0.71429
"2",0.23237539514490702,0.0809181983521073,0.288240280136277,-0.23700699376383402,-0.0011685977386648402,0.12119873630082902,-0.7724173944766021,0.143211467289968,0.204583402628982,0.149642454086748,-0.31258764136184203,0.1,-0.71429
"2",0.22097553960615302,-0.278079027158517,0.23611965380813402,0.0167334805509241,-0.163244268968915,-0.0362506155928436,-0.7388271803187091,0.147518859917419,0.18231925825959902,-0.0518339360288791,-0.35179025241614503,-0.25,-0.66667
